date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
02:12:30	15055/15055	---M-Z	200	added ('OK')	application/javascript	date:Thu,%2021%20Sep%202023%2003:09:50%20GMT	https://gtkit.rometheme.pro/getux/wp-content/plugins/elementor/assets/lib/font-awesome/js/v4-shims.min.js?ver=3.16.4	/Users/sarma/websites/test/gtkit.rometheme.pro/getux/wp-content/plugins/elementor/assets/lib/font-awesome/js/v4-shims.minafc7.js	(from https://gtkit.rometheme.pro/getux/)
02:12:32	124195/124195	---MCZ	200	added ('OK')	application/json	date:Tue,%2003%20Oct%202023%2021:12:31%20GMT	https://gtkit.rometheme.pro/getux/wp-json/wp/v2/pages/250	/Users/sarma/websites/test/gtkit.rometheme.pro/getux/wp-json/wp/v2/pages/250.json	(from https://gtkit.rometheme.pro/getux/)
02:12:33	215475/215475	---MCZ	200	added ('OK')	application/json	date:Tue,%2003%20Oct%202023%2021:12:33%20GMT	https://gtkit.rometheme.pro/getux/wp-json/	/Users/sarma/websites/test/gtkit.rometheme.pro/getux/wp-json/index.html	(from https://gtkit.rometheme.pro/getux/)
02:12:33	864/864	---M-Z	200	added ('OK')	text/xml	date:Tue,%2003%20Oct%202023%2021:12:33%20GMT	https://gtkit.rometheme.pro/getux/xmlrpc.php?rsd	/Users/sarma/websites/test/gtkit.rometheme.pro/getux/xmlrpc0db0.php	(from https://gtkit.rometheme.pro/getux/)
02:12:33	2410/2410	---M-Z	200	added ('OK')	application/json	date:Tue,%2003%20Oct%202023%2021:12:34%20GMT	https://gtkit.rometheme.pro/getux/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fgtkit.rometheme.pro%2Fgetux%2F	/Users/sarma/websites/test/gtkit.rometheme.pro/getux/wp-json/oembed/1.0/embedb228.json	(from https://gtkit.rometheme.pro/getux/)
02:12:34	2477/2477	---M-Z	200	added ('OK')	text/xml	date:Tue,%2003%20Oct%202023%2021:12:34%20GMT	https://gtkit.rometheme.pro/getux/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fgtkit.rometheme.pro%2Fgetux%2F&format=xml	/Users/sarma/websites/test/gtkit.rometheme.pro/getux/wp-json/oembed/1.0/embed70c8	(from https://gtkit.rometheme.pro/getux/)
02:12:35	4285/4285	---M--	200	added ('OK')	image/png	date:Wed,%2020%20Sep%202023%2008:57:20%20GMT	https://gtkit.rometheme.pro/getux/wp-content/uploads/sites/35/2023/09/Header-Logo.png	/Users/sarma/websites/test/gtkit.rometheme.pro/getux/wp-content/uploads/sites/35/2023/09/Header-Logo.png	(from https://gtkit.rometheme.pro/getux/)
02:12:36	10101/10101	---M-Z	200	added ('OK')	text/css	date:Thu,%2021%20Sep%202023%2003:09:50%20GMT	https://gtkit.rometheme.pro/getux/wp-content/plugins/elementor/assets/css/widget-icon-box.min.css	/Users/sarma/websites/test/gtkit.rometheme.pro/getux/wp-content/plugins/elementor/assets/css/widget-icon-box.min.css	(from https://gtkit.rometheme.pro/getux/)
02:12:37	160890/160890	---MCZ	200	added ('OK')	text/html	date:Tue,%2003%20Oct%202023%2021:12:37%20GMT	https://gtkit.rometheme.pro/getux/template-kit/about-us/	/Users/sarma/websites/test/gtkit.rometheme.pro/getux/template-kit/about-us/index.html	(from https://gtkit.rometheme.pro/getux/)
02:12:37	203740/203740	---MCZ	200	added ('OK')	text/html	date:Tue,%2003%20Oct%202023%2021:12:37%20GMT	https://gtkit.rometheme.pro/getux/template-kit/homepage/	/Users/sarma/websites/test/gtkit.rometheme.pro/getux/template-kit/homepage/index.html	(from https://gtkit.rometheme.pro/getux/)
02:12:39	304863/304863	---M--	200	added ('OK')	image/jpeg	date:Thu,%2014%20Sep%202023%2009:21:48%20GMT	https://gtkit.rometheme.pro/getux/wp-content/uploads/sites/35/2023/09/Hero-Image-2.jpg	/Users/sarma/websites/test/gtkit.rometheme.pro/getux/wp-content/uploads/sites/35/2023/09/Hero-Image-2.jpg	(from https://gtkit.rometheme.pro/getux/)
02:12:39	163417/163417	---MCZ	200	added ('OK')	text/html	date:Tue,%2003%20Oct%202023%2021:12:38%20GMT	https://gtkit.rometheme.pro/getux/template-kit/services/	/Users/sarma/websites/test/gtkit.rometheme.pro/getux/template-kit/services/index.html	(from https://gtkit.rometheme.pro/getux/)
02:12:39	139941/139941	---MCZ	200	added ('OK')	text/html	date:Tue,%2003%20Oct%202023%2021:12:38%20GMT	https://gtkit.rometheme.pro/getux/template-kit/project/	/Users/sarma/websites/test/gtkit.rometheme.pro/getux/template-kit/project/index.html	(from https://gtkit.rometheme.pro/getux/)
02:12:39	124816/124816	---MCZ	200	added ('OK')	text/html	date:Tue,%2003%20Oct%202023%2021:12:39%20GMT	https://gtkit.rometheme.pro/getux/template-kit/project-detail/	/Users/sarma/websites/test/gtkit.rometheme.pro/getux/template-kit/project-detail/index.html	(from https://gtkit.rometheme.pro/getux/)
02:12:41	69159/69159	---M--	200	added ('OK')	image/jpeg	date:Fri,%2015%20Sep%202023%2008:27:51%20GMT	https://gtkit.rometheme.pro/getux/wp-content/uploads/sites/35/2023/09/Testimonial-Image-3.jpg	/Users/sarma/websites/test/gtkit.rometheme.pro/getux/wp-content/uploads/sites/35/2023/09/Testimonial-Image-3.jpg	(from https://gtkit.rometheme.pro/getux/)
02:12:41	134376/134376	---MCZ	200	added ('OK')	text/html	date:Tue,%2003%20Oct%202023%2021:12:41%20GMT	https://gtkit.rometheme.pro/getux/template-kit/faq/	/Users/sarma/websites/test/gtkit.rometheme.pro/getux/template-kit/faq/index.html	(from https://gtkit.rometheme.pro/getux/)
02:12:41	126981/126981	---MCZ	200	added ('OK')	text/html	date:Tue,%2003%20Oct%202023%2021:12:41%20GMT	https://gtkit.rometheme.pro/getux/template-kit/pricing/	/Users/sarma/websites/test/gtkit.rometheme.pro/getux/template-kit/pricing/index.html	(from https://gtkit.rometheme.pro/getux/)
02:12:41	142810/142810	---MCZ	200	added ('OK')	text/html	date:Tue,%2003%20Oct%202023%2021:12:41%20GMT	https://gtkit.rometheme.pro/getux/template-kit/team/	/Users/sarma/websites/test/gtkit.rometheme.pro/getux/template-kit/team/index.html	(from https://gtkit.rometheme.pro/getux/)
02:12:42	72330/72330	---M--	200	added ('OK')	image/jpeg	date:Fri,%2015%20Sep%202023%2008:27:53%20GMT	https://gtkit.rometheme.pro/getux/wp-content/uploads/sites/35/2023/09/Testimonial-Image-2.jpg	/Users/sarma/websites/test/gtkit.rometheme.pro/getux/wp-content/uploads/sites/35/2023/09/Testimonial-Image-2.jpg	(from https://gtkit.rometheme.pro/getux/)
02:12:43	37702/37702	---MCZ	200	added ('OK')	text/html	date:Tue,%2003%20Oct%202023%2021:12:43%20GMT	https://gtkit.rometheme.pro/getux/template-kit/404-page/	/Users/sarma/websites/test/gtkit.rometheme.pro/getux/template-kit/404-page/index.html	(from https://gtkit.rometheme.pro/getux/)
02:12:43	113485/113485	---MCZ	200	added ('OK')	text/html	date:Tue,%2003%20Oct%202023%2021:12:43%20GMT	https://gtkit.rometheme.pro/getux/template-kit/testimonial/	/Users/sarma/websites/test/gtkit.rometheme.pro/getux/template-kit/testimonial/index.html	(from https://gtkit.rometheme.pro/getux/)
02:12:43	136409/136409	---MCZ	200	added ('OK')	text/html	date:Tue,%2003%20Oct%202023%2021:12:43%20GMT	https://gtkit.rometheme.pro/getux/template-kit/contact/	/Users/sarma/websites/test/gtkit.rometheme.pro/getux/template-kit/contact/index.html	(from https://gtkit.rometheme.pro/getux/)
02:12:43	122388/122388	---MCZ	200	added ('OK')	text/html	date:Tue,%2003%20Oct%202023%2021:12:43%20GMT	https://gtkit.rometheme.pro/getux/template-kit/blog/	/Users/sarma/websites/test/gtkit.rometheme.pro/getux/template-kit/blog/index.html	(from https://gtkit.rometheme.pro/getux/)
02:12:44	85043/85043	---M--	200	added ('OK')	image/jpeg	date:Fri,%2015%20Sep%202023%2008:27:52%20GMT	https://gtkit.rometheme.pro/getux/wp-content/uploads/sites/35/2023/09/Testimonial-Image-1.jpg	/Users/sarma/websites/test/gtkit.rometheme.pro/getux/wp-content/uploads/sites/35/2023/09/Testimonial-Image-1.jpg	(from https://gtkit.rometheme.pro/getux/)
02:12:46	4738/4738	---M--	200	added ('OK')	image/png	date:Sun,%2017%20Sep%202023%2013:58:00%20GMT	https://gtkit.rometheme.pro/getux/wp-content/uploads/sites/35/2023/09/Sign.png	/Users/sarma/websites/test/gtkit.rometheme.pro/getux/wp-content/uploads/sites/35/2023/09/Sign.png	(from https://gtkit.rometheme.pro/getux/)
02:12:46	306647/306647	---M--	200	added ('OK')	image/jpeg	date:Sun,%2017%20Sep%202023%2014:08:55%20GMT	https://gtkit.rometheme.pro/getux/wp-content/uploads/sites/35/2023/09/About-Us-Image-3.jpg	/Users/sarma/websites/test/gtkit.rometheme.pro/getux/wp-content/uploads/sites/35/2023/09/About-Us-Image-3.jpg	(from https://gtkit.rometheme.pro/getux/)
02:12:47	6831/6831	---M--	200	added ('OK')	image/png	date:Sun,%2017%20Sep%202023%2014:36:17%20GMT	https://gtkit.rometheme.pro/getux/wp-content/uploads/sites/35/2023/09/Service-2.png	/Users/sarma/websites/test/gtkit.rometheme.pro/getux/wp-content/uploads/sites/35/2023/09/Service-2.png	(from https://gtkit.rometheme.pro/getux/)
02:12:48	9921/9921	---M-Z	200	added ('OK')	text/css	date:Thu,%2021%20Sep%202023%2003:09:50%20GMT	https://gtkit.rometheme.pro/getux/wp-content/plugins/elementor/assets/css/widget-icon-list.min.css	/Users/sarma/websites/test/gtkit.rometheme.pro/getux/wp-content/plugins/elementor/assets/css/widget-icon-list.min.css	(from https://gtkit.rometheme.pro/getux/)
02:12:49	6237/6237	---M--	200	added ('OK')	image/png	date:Sun,%2017%20Sep%202023%2014:41:07%20GMT	https://gtkit.rometheme.pro/getux/wp-content/uploads/sites/35/2023/09/Service-3.png	/Users/sarma/websites/test/gtkit.rometheme.pro/getux/wp-content/uploads/sites/35/2023/09/Service-3.png	(from https://gtkit.rometheme.pro/getux/)
02:12:50	7104/7104	---M--	200	added ('OK')	image/png	date:Sun,%2017%20Sep%202023%2014:47:55%20GMT	https://gtkit.rometheme.pro/getux/wp-content/uploads/sites/35/2023/09/Service-4.png	/Users/sarma/websites/test/gtkit.rometheme.pro/getux/wp-content/uploads/sites/35/2023/09/Service-4.png	(from https://gtkit.rometheme.pro/getux/)
02:13:33	305452/305452	---M--	200	added ('OK')	image/jpeg	date:Mon,%2018%20Sep%202023%2005:51:19%20GMT	http://gtkit.rometheme.pro/getux/wp-content/uploads/sites/35/2023/09/Project-Image-1.jpg	/Users/sarma/websites/test/gtkit.rometheme.pro/getux/wp-content/uploads/sites/35/2023/09/Project-Image-1.jpg	(from https://gtkit.rometheme.pro/getux/)
02:13:36	293109/293109	---M--	200	added ('OK')	image/jpeg	date:Mon,%2018%20Sep%202023%2005:51:18%20GMT	http://gtkit.rometheme.pro/getux/wp-content/uploads/sites/35/2023/09/Project-Image-3.jpg	/Users/sarma/websites/test/gtkit.rometheme.pro/getux/wp-content/uploads/sites/35/2023/09/Project-Image-3.jpg	(from https://gtkit.rometheme.pro/getux/)
02:13:38	306433/306433	---M--	200	added ('OK')	image/jpeg	date:Mon,%2018%20Sep%202023%2005:51:16%20GMT	http://gtkit.rometheme.pro/getux/wp-content/uploads/sites/35/2023/09/Project-Image-2.jpg	/Users/sarma/websites/test/gtkit.rometheme.pro/getux/wp-content/uploads/sites/35/2023/09/Project-Image-2.jpg	(from https://gtkit.rometheme.pro/getux/)
02:13:38	307919/307919	---M--	200	added ('OK')	image/jpeg	date:Tue,%2019%20Sep%202023%2003:30:30%20GMT	https://gtkit.rometheme.pro/getux/wp-content/uploads/sites/35/2023/09/Why-Choose-Us-Image.jpg	/Users/sarma/websites/test/gtkit.rometheme.pro/getux/wp-content/uploads/sites/35/2023/09/Why-Choose-Us-Image.jpg	(from https://gtkit.rometheme.pro/getux/)
02:13:38	296701/296701	---M--	200	added ('OK')	image/jpeg	date:Tue,%2019%20Sep%202023%2009:28:45%20GMT	https://gtkit.rometheme.pro/getux/wp-content/uploads/sites/35/2023/09/CTA-Image.jpg	/Users/sarma/websites/test/gtkit.rometheme.pro/getux/wp-content/uploads/sites/35/2023/09/CTA-Image.jpg	(from https://gtkit.rometheme.pro/getux/)
02:13:40	300763/300763	---M--	200	added ('OK')	image/jpeg	date:Wed,%2020%20Sep%202023%2003:40:08%20GMT	https://gtkit.rometheme.pro/getux/wp-content/uploads/sites/35/2023/09/Team-Image-1.jpg	/Users/sarma/websites/test/gtkit.rometheme.pro/getux/wp-content/uploads/sites/35/2023/09/Team-Image-1.jpg	(from https://gtkit.rometheme.pro/getux/)
02:13:41	304867/304867	---M--	200	added ('OK')	image/jpeg	date:Wed,%2020%20Sep%202023%2003:40:07%20GMT	https://gtkit.rometheme.pro/getux/wp-content/uploads/sites/35/2023/09/Team-Image-8.jpg	/Users/sarma/websites/test/gtkit.rometheme.pro/getux/wp-content/uploads/sites/35/2023/09/Team-Image-8.jpg	(from https://gtkit.rometheme.pro/getux/)
02:13:41	295168/295168	---M--	200	added ('OK')	image/jpeg	date:Wed,%2020%20Sep%202023%2003:40:09%20GMT	https://gtkit.rometheme.pro/getux/wp-content/uploads/sites/35/2023/09/Team-Image-2.jpg	/Users/sarma/websites/test/gtkit.rometheme.pro/getux/wp-content/uploads/sites/35/2023/09/Team-Image-2.jpg	(from https://gtkit.rometheme.pro/getux/)
02:13:43	302366/302366	---M--	200	added ('OK')	image/jpeg	date:Wed,%2020%20Sep%202023%2003:40:43%20GMT	https://gtkit.rometheme.pro/getux/wp-content/uploads/sites/35/2023/09/Team-Image-5.jpg	/Users/sarma/websites/test/gtkit.rometheme.pro/getux/wp-content/uploads/sites/35/2023/09/Team-Image-5.jpg	(from https://gtkit.rometheme.pro/getux/)
02:13:44	266775/266775	---M--	200	added ('OK')	image/jpeg	date:Wed,%2027%20Sep%202023%2008:47:12%20GMT	https://gtkit.rometheme.pro/getux/wp-content/uploads/sites/35/2023/09/Blog-Image-5.jpg	/Users/sarma/websites/test/gtkit.rometheme.pro/getux/wp-content/uploads/sites/35/2023/09/Blog-Image-5.jpg	(from https://gtkit.rometheme.pro/getux/)
02:13:44	106809/106809	---MCZ	200	added ('OK')	text/html	date:Tue,%2003%20Oct%202023%2021:13:43%20GMT	https://gtkit.rometheme.pro/getux/2023/09/27/user-centered-design-a-deep-dive-into-the-ui-ux-process/	/Users/sarma/websites/test/gtkit.rometheme.pro/getux/2023/09/27/user-centered-design-a-deep-dive-into-the-ui-ux-process/index.html	(from https://gtkit.rometheme.pro/getux/)
02:13:45	307152/307152	---M--	200	added ('OK')	image/jpeg	date:Wed,%2027%20Sep%202023%2008:43:41%20GMT	https://gtkit.rometheme.pro/getux/wp-content/uploads/sites/35/2023/09/Blog-Image-4.jpg	/Users/sarma/websites/test/gtkit.rometheme.pro/getux/wp-content/uploads/sites/35/2023/09/Blog-Image-4.jpg	(from https://gtkit.rometheme.pro/getux/)
02:13:45	107010/107010	---MCZ	200	added ('OK')	text/html	date:Tue,%2003%20Oct%202023%2021:13:45%20GMT	https://gtkit.rometheme.pro/getux/2023/09/27/local-seo-secrets-strategies-used-by-top-digital-agencies/	/Users/sarma/websites/test/gtkit.rometheme.pro/getux/2023/09/27/local-seo-secrets-strategies-used-by-top-digital-agencies/index.html	(from https://gtkit.rometheme.pro/getux/)
02:13:46	106360/106360	---MCZ	200	added ('OK')	text/html	date:Tue,%2003%20Oct%202023%2021:13:46%20GMT	https://gtkit.rometheme.pro/getux/category/blog/	/Users/sarma/websites/test/gtkit.rometheme.pro/getux/category/blog/index.html	(from https://gtkit.rometheme.pro/getux/)
02:13:47	4281/4281	---M--	200	added ('OK')	image/png	date:Wed,%2020%20Sep%202023%2008:00:01%20GMT	https://gtkit.rometheme.pro/getux/wp-content/uploads/sites/35/2023/09/Footer-Logo.png	/Users/sarma/websites/test/gtkit.rometheme.pro/getux/wp-content/uploads/sites/35/2023/09/Footer-Logo.png	(from https://gtkit.rometheme.pro/getux/)
02:13:47	16943/16943	---M-Z	200	added ('OK')	text/css	date:Wed,%2027%20Sep%202023%2015:46:39%20GMT	https://gtkit.rometheme.pro/getux/wp-content/uploads/sites/35/elementor/css/post-220.css?ver=1695829599	/Users/sarma/websites/test/gtkit.rometheme.pro/getux/wp-content/uploads/sites/35/elementor/css/post-22017a7.css	(from https://gtkit.rometheme.pro/getux/)
02:13:48	11256/11256	---M-Z	200	added ('OK')	text/css	date:Wed,%2030%20Sep%202020%2001:23:06%20GMT	https://gtkit.rometheme.pro/getux/wp-includes/js/mediaelement/mediaelementplayer-legacy.min.css?ver=4.2.17	/Users/sarma/websites/test/gtkit.rometheme.pro/getux/wp-includes/js/mediaelement/mediaelementplayer-legacy.min1f61.css	(from https://gtkit.rometheme.pro/getux/)
02:13:49	4186/4186	---M-Z	200	added ('OK')	text/css	date:Sat,%2008%20Jun%202019%2006:15:02%20GMT	https://gtkit.rometheme.pro/getux/wp-includes/js/mediaelement/wp-mediaelement.min.css?ver=6.3.1	/Users/sarma/websites/test/gtkit.rometheme.pro/getux/wp-includes/js/mediaelement/wp-mediaelement.min9b30.css	(from https://gtkit.rometheme.pro/getux/)
02:13:50	2802/2802	---M-Z	200	added ('OK')	text/css	date:Mon,%2028%20Aug%202023%2005:34:39%20GMT	https://gtkit.rometheme.pro/getux/wp-content/plugins/elementskit-lite/widgets/init/assets/css/odometer-theme-default.css?ver=2.9.2	/Users/sarma/websites/test/gtkit.rometheme.pro/getux/wp-content/plugins/elementskit-lite/widgets/init/assets/css/odometer-theme-defaultab7d.css	(from https://gtkit.rometheme.pro/getux/)
02:13:51	16446/16446	---M-Z	200	added ('OK')	text/css	date:Wed,%2027%20Sep%202023%2015:46:39%20GMT	https://gtkit.rometheme.pro/getux/wp-content/uploads/sites/35/elementor/css/post-181.css?ver=1695829599	/Users/sarma/websites/test/gtkit.rometheme.pro/getux/wp-content/uploads/sites/35/elementor/css/post-18117a7.css	(from https://gtkit.rometheme.pro/getux/)
02:13:52	18468/18468	---M-Z	200	added ('OK')	text/css	date:Thu,%2021%20Sep%202023%2003:09:50%20GMT	https://gtkit.rometheme.pro/getux/wp-content/plugins/elementor/assets/lib/animations/animations.min.css?ver=3.16.4	/Users/sarma/websites/test/gtkit.rometheme.pro/getux/wp-content/plugins/elementor/assets/lib/animations/animations.minafc7.css	(from https://gtkit.rometheme.pro/getux/)
02:13:53	2651/2651	---M-Z	200	added ('OK')	application/javascript	date:Wed,%2027%20Sep%202023%2007:21:08%20GMT	https://gtkit.rometheme.pro/getux/wp-content/plugins/rometheme-for-elementor/widgets/assets/js/rkit-navmenu.js?ver=1.3.4	/Users/sarma/websites/test/gtkit.rometheme.pro/getux/wp-content/plugins/rometheme-for-elementor/widgets/assets/js/rkit-navmenuc412.js	(from https://gtkit.rometheme.pro/getux/)
02:13:54	3298/3298	---M-Z	200	added ('OK')	application/javascript	date:Wed,%2027%20Sep%202023%2007:21:08%20GMT	https://gtkit.rometheme.pro/getux/wp-content/plugins/rometheme-for-elementor/widgets/assets/js/social_share.js?ver=1.3.4	/Users/sarma/websites/test/gtkit.rometheme.pro/getux/wp-content/plugins/rometheme-for-elementor/widgets/assets/js/social_sharec412.js	(from https://gtkit.rometheme.pro/getux/)
02:13:55	0/0	---M--	200	added ('OK')	application/javascript	date:Wed,%2027%20Sep%202023%2007:21:08%20GMT	https://gtkit.rometheme.pro/getux/wp-content/plugins/rometheme-for-elementor/widgets/assets/js/running_text.js?ver=1.3.4	/Users/sarma/websites/test/gtkit.rometheme.pro/getux/wp-content/plugins/rometheme-for-elementor/widgets/assets/js/running_textc412.js	(from https://gtkit.rometheme.pro/getux/)
02:13:57	188369/188369	---M-Z	200	added ('OK')	application/javascript	etag:%22611d220e-ffac%22	https://cdnjs.cloudflare.com/ajax/libs/Chart.js/3.5.1/chart.min.js?ver=1.3.4	/Users/sarma/websites/test/cdnjs.cloudflare.com/ajax/libs/Chart.js/3.5.1/chart.minc412.js	(from https://gtkit.rometheme.pro/getux/)
02:13:57	140470/140470	---M-Z	200	added ('OK')	application/javascript	date:Wed,%2027%20Sep%202023%2007:21:08%20GMT	https://gtkit.rometheme.pro/getux/wp-content/plugins/rometheme-for-elementor/widgets/assets/js/swiper-bundle.min.js?ver=1.3.4	/Users/sarma/websites/test/gtkit.rometheme.pro/getux/wp-content/plugins/rometheme-for-elementor/widgets/assets/js/swiper-bundle.minc412.js	(from https://gtkit.rometheme.pro/getux/)
02:13:58	1366/1366	---M-Z	200	added ('OK')	application/javascript	date:Wed,%2027%20Sep%202023%2007:21:08%20GMT	https://gtkit.rometheme.pro/getux/wp-content/plugins/rometheme-for-elementor/widgets/assets/js/testimonial_carousel.js?ver=1.3.4	/Users/sarma/websites/test/gtkit.rometheme.pro/getux/wp-content/plugins/rometheme-for-elementor/widgets/assets/js/testimonial_carouselc412.js	(from https://gtkit.rometheme.pro/getux/)
02:13:59	723/723	---M-Z	200	added ('OK')	application/javascript	date:Wed,%2027%20Sep%202023%2007:21:08%20GMT	https://gtkit.rometheme.pro/getux/wp-content/plugins/rometheme-for-elementor/widgets/assets/js/tabs.js?ver=1.3.4	/Users/sarma/websites/test/gtkit.rometheme.pro/getux/wp-content/plugins/rometheme-for-elementor/widgets/assets/js/tabsc412.js	(from https://gtkit.rometheme.pro/getux/)
02:14:00	972/972	---M-Z	200	added ('OK')	application/javascript	date:Wed,%2027%20Sep%202023%2007:21:08%20GMT	https://gtkit.rometheme.pro/getux/wp-content/plugins/rometheme-for-elementor/widgets/assets/js/progress.js?ver=1.3.4	/Users/sarma/websites/test/gtkit.rometheme.pro/getux/wp-content/plugins/rometheme-for-elementor/widgets/assets/js/progressc412.js	(from https://gtkit.rometheme.pro/getux/)
02:14:01	2745/2745	---M-Z	200	added ('OK')	application/javascript	date:Wed,%2027%20Sep%202023%2007:21:08%20GMT	https://gtkit.rometheme.pro/getux/wp-content/plugins/rometheme-for-elementor/widgets/assets/js/counter.js?ver=1.3.4	/Users/sarma/websites/test/gtkit.rometheme.pro/getux/wp-content/plugins/rometheme-for-elementor/widgets/assets/js/counterc412.js	(from https://gtkit.rometheme.pro/getux/)
02:14:02	1827/1827	---M-Z	200	added ('OK')	application/javascript	date:Fri,%2007%20Jul%202023%2004:07:00%20GMT	https://gtkit.rometheme.pro/getux/wp-content/themes/hello-elementor/assets/js/hello-frontend.min.js?ver=1.0.0	/Users/sarma/websites/test/gtkit.rometheme.pro/getux/wp-content/themes/hello-elementor/assets/js/hello-frontend.min8a54.js	(from https://gtkit.rometheme.pro/getux/)
02:14:03	40/40	---M--	200	added ('OK')	application/javascript	date:Mon,%2028%20Aug%202023%2005:34:39%20GMT	https://gtkit.rometheme.pro/getux/wp-content/plugins/elementskit-lite/libs/framework/assets/js/frontend-script.js?ver=2.9.2	/Users/sarma/websites/test/gtkit.rometheme.pro/getux/wp-content/plugins/elementskit-lite/libs/framework/assets/js/frontend-scriptab7d.js	(from https://gtkit.rometheme.pro/getux/)
02:14:04	137549/137549	---M-Z	200	added ('OK')	application/javascript	date:Mon,%2028%20Aug%202023%2005:34:39%20GMT	https://gtkit.rometheme.pro/getux/wp-content/plugins/elementskit-lite/widgets/init/assets/js/widget-scripts.js?ver=2.9.2	/Users/sarma/websites/test/gtkit.rometheme.pro/getux/wp-content/plugins/elementskit-lite/widgets/init/assets/js/widget-scriptsab7d.js	(from https://gtkit.rometheme.pro/getux/)
02:14:05	158005/158005	---M-Z	200	added ('OK')	application/javascript	date:Wed,%2011%20Jan%202023%2004:39:27%20GMT	https://gtkit.rometheme.pro/getux/wp-includes/js/mediaelement/mediaelement-and-player.min.js?ver=4.2.17	/Users/sarma/websites/test/gtkit.rometheme.pro/getux/wp-includes/js/mediaelement/mediaelement-and-player.min1f61.js	(from https://gtkit.rometheme.pro/getux/)
02:14:06	1191/1191	---M-Z	200	added ('OK')	application/javascript	date:Tue,%2014%20Jun%202022%2010:45:43%20GMT	https://gtkit.rometheme.pro/getux/wp-includes/js/mediaelement/mediaelement-migrate.min.js?ver=6.3.1	/Users/sarma/websites/test/gtkit.rometheme.pro/getux/wp-includes/js/mediaelement/mediaelement-migrate.min9b30.js	(from https://gtkit.rometheme.pro/getux/)
02:14:07	1107/1107	---M-Z	200	added ('OK')	application/javascript	date:Tue,%2002%20May%202023%2003:20:22%20GMT	https://gtkit.rometheme.pro/getux/wp-includes/js/mediaelement/wp-mediaelement.min.js?ver=6.3.1	/Users/sarma/websites/test/gtkit.rometheme.pro/getux/wp-includes/js/mediaelement/wp-mediaelement.min9b30.js	(from https://gtkit.rometheme.pro/getux/)
02:14:08	12198/12198	---M-Z	200	added ('OK')	application/javascript	date:Thu,%2021%20Sep%202023%2003:09:50%20GMT	https://gtkit.rometheme.pro/getux/wp-content/plugins/elementor/assets/lib/waypoints/waypoints.min.js?ver=4.0.2	/Users/sarma/websites/test/gtkit.rometheme.pro/getux/wp-content/plugins/elementor/assets/lib/waypoints/waypoints.min05da.js	(from https://gtkit.rometheme.pro/getux/)
02:14:09	9702/9702	---M-Z	200	added ('OK')	application/javascript	date:Mon,%2028%20Aug%202023%2005:34:39%20GMT	https://gtkit.rometheme.pro/getux/wp-content/plugins/elementskit-lite/widgets/init/assets/js/odometer.min.js?ver=2.9.2	/Users/sarma/websites/test/gtkit.rometheme.pro/getux/wp-content/plugins/elementskit-lite/widgets/init/assets/js/odometer.minab7d.js	(from https://gtkit.rometheme.pro/getux/)
02:14:10	4997/4997	---M-Z	200	added ('OK')	application/javascript	date:Thu,%2021%20Sep%202023%2003:09:50%20GMT	https://gtkit.rometheme.pro/getux/wp-content/plugins/elementor/assets/js/webpack.runtime.min.js?ver=3.16.4	/Users/sarma/websites/test/gtkit.rometheme.pro/getux/wp-content/plugins/elementor/assets/js/webpack.runtime.minafc7.js	(from https://gtkit.rometheme.pro/getux/)
02:14:11	58860/58860	---M-Z	200	added ('OK')	application/javascript	date:Thu,%2021%20Sep%202023%2003:09:50%20GMT	https://gtkit.rometheme.pro/getux/wp-content/plugins/elementor/assets/js/frontend-modules.min.js?ver=3.16.4	/Users/sarma/websites/test/gtkit.rometheme.pro/getux/wp-content/plugins/elementor/assets/js/frontend-modules.minafc7.js	(from https://gtkit.rometheme.pro/getux/)
02:14:12	21438/21438	---M-Z	200	added ('OK')	application/javascript	date:Tue,%2002%20May%202023%2003:20:22%20GMT	https://gtkit.rometheme.pro/getux/wp-includes/js/jquery/ui/core.min.js?ver=1.13.2	/Users/sarma/websites/test/gtkit.rometheme.pro/getux/wp-includes/js/jquery/ui/core.min3f14.js	(from https://gtkit.rometheme.pro/getux/)
02:14:13	40436/40436	---M-Z	200	added ('OK')	application/javascript	date:Thu,%2021%20Sep%202023%2003:09:50%20GMT	https://gtkit.rometheme.pro/getux/wp-content/plugins/elementor/assets/js/frontend.min.js?ver=3.16.4	/Users/sarma/websites/test/gtkit.rometheme.pro/getux/wp-content/plugins/elementor/assets/js/frontend.minafc7.js	(from https://gtkit.rometheme.pro/getux/)
02:14:14	681/681	---M-Z	200	added ('OK')	application/javascript	date:Mon,%2028%20Aug%202023%2005:34:39%20GMT	https://gtkit.rometheme.pro/getux/wp-content/plugins/elementskit-lite/widgets/init/assets/js/animate-circle.min.js?ver=2.9.2	/Users/sarma/websites/test/gtkit.rometheme.pro/getux/wp-content/plugins/elementskit-lite/widgets/init/assets/js/animate-circle.minab7d.js	(from https://gtkit.rometheme.pro/getux/)
